epoch,lr,train_total_loss,train_cls_loss,train_pos_loss,train_reg_loss,train_anchor_center_loss,train_depth_mae,train_depth_rmse,train_adjacent_similarity,train_distant_similarity,train_rot_consistency,val_total_loss,val_cls_loss,val_pos_loss,val_reg_loss,val_anchor_center_loss,val_depth_mae,val_depth_rmse,val_adjacent_similarity,val_distant_similarity,val_rot_consistency
28,0.0,0.942910704612732,0.5616881519556045,0.32939754754304884,1.0127513384819031,3.266532590389252,1.3604518628120423,2.2689551639556886,0.9983606024086475,0.4570097871124744,0.9235577899217605,6.573773567676544,0.9157035040855408,0.6070754599571228,14.136618070602417,5.53862874507904,14.633620419502257,15.905567188262939,0.9993855236470699,0.7445165933668614,0.9650156474113465
29,0.0,0.9425989800691604,0.5624338781833649,0.32616920202970506,1.013620998263359,3.268130238056183,1.3614407396316528,2.268200023174286,0.9984482918679715,0.4513127662241459,0.9175258928537369,6.588707144260407,0.9149303385615348,0.5943282341957092,14.179684324264526,5.555487604141235,14.676721496582031,15.943514823913574,0.9993304426968098,0.7352170537412167,0.9644645830988884
30,0.0,0.9458308458328247,0.5643024379014969,0.3237432384490967,1.0204134166240693,3.2768200397491456,1.371073602437973,2.2744837760925294,0.9983948385715484,0.4470509626716375,0.9121696788072586,6.586205916404724,0.9258377441763878,0.5972646190226079,14.1579203748703,5.586907563209533,14.654957737922668,15.927650756835938,0.9993154463171959,0.7377627947926522,0.9623770120739937
31,0.0,0.9418737053871155,0.563267582654953,0.32303462326526644,1.013765818476677,3.268034610748291,1.3623939561843872,2.2646235489845274,0.9983565032482147,0.44629802606999874,0.9216103237867356,6.581507787704468,0.9209235665202141,0.6003145086765289,14.155113143920898,5.551833505630493,14.652148404121398,15.921027603149414,0.9993576963245868,0.739359726011753,0.9653173190355301
32,0.0,0.9452074408531189,0.564725112915039,0.32032133877277374,1.021081640124321,3.277333388328552,1.3697923421859741,2.2761168003082277,0.9983679638803005,0.44541523560881613,0.9212581872940063,6.585189244747162,0.9191393598914146,0.5982151636481285,14.166363883018494,5.553511703014374,14.663361101150512,15.93083079814911,0.9993307673931122,0.7383159290254117,0.964743800163269
33,0.0,0.9413242202997207,0.5620787638425827,0.3227138540148735,1.0131876426935196,3.268192319869995,1.361953901052475,2.264723174571991,0.9983710807561874,0.44711487367749214,0.9169018584489822,6.576923840045929,0.9275152099132538,0.5999163252115249,14.131513977050782,5.588401973247528,14.628448209762574,15.90633321762085,0.9993790067732334,0.7391402466595173,0.9639310643076897
34,0.0,0.9411038315296173,0.5628508615493775,0.31923911839723584,1.0145113146305085,3.269573760032654,1.3629848873615265,2.267596435546875,0.9983030806481838,0.44051343984901903,0.9171718341112137,6.5752444124221805,0.9270526713132858,0.6048940944671631,14.124908790588378,5.584020652770996,14.621945405006409,15.897282099723816,0.9993428505957127,0.7426948979496956,0.9636181661486626
35,0.0,0.9412434363365173,0.5630993539094925,0.3156857889890671,1.016737806200981,3.272226846218109,1.3660454523563386,2.2693260383605955,0.9983221238851547,0.43795430108904837,0.9155794030427933,6.586319057941437,0.9198859804868698,0.5924009232223034,14.168587112426758,5.571866347789764,14.665672302246094,15.9271737241745,0.9993372412025928,0.7366087864339351,0.964000900387764
36,0.0,0.9386531221866607,0.561416071653366,0.31296812057495116,1.014015900492668,3.268730945587158,1.3623594701290132,2.267663133144379,0.9982688105106354,0.43895785249769687,0.9171719491481781,6.579867043495178,0.927056754231453,0.6019809666275978,14.133301582336426,5.6054068422317505,14.630237107276917,15.904748344421387,0.9993317471444607,0.7416474516689777,0.9642877045273781
37,0.0,0.9390904802083969,0.5627541780471802,0.31221213161945344,1.014552196264267,3.2705510687828063,1.363426170349121,2.2659537291526792,0.9983368736505508,0.4387688083946705,0.9189359700679779,6.588007309436798,0.9243020558357239,0.5941649505496025,14.163839144706726,5.593616182804108,14.660754561424255,15.92966863155365,0.9993528479337692,0.7362520901858807,0.963015743792057
38,0.0,0.9407744437456131,0.5622805213928223,0.314015816450119,1.0172079664468765,3.2723039317131044,1.367516920566559,2.271440951824188,0.9983037273585796,0.43649368584156034,0.9216591489315032,6.572156128883361,0.9224020698666573,0.5915620668232441,14.134570269584655,5.563788790702819,14.631439943313598,15.911593308448792,0.9993138073384762,0.7318352788686753,0.9652698066830635
39,0.0,0.9355081146955491,0.5613184505701065,0.31110145211219786,1.0090285295248032,3.263025562763214,1.3567731583118439,2.2591789174079895,0.9982623057067395,0.43485136061906815,0.9134363573789597,6.579951922893525,0.9213202995061874,0.591802129149437,14.150173454284667,5.58077731847763,14.647277245521545,15.92025155544281,0.9993295562267304,0.7326169168949127,0.9604188814759255
40,0.0,0.9381347662210464,0.5616406089067459,0.3126234447956085,1.0133084708452225,3.2669620180130003,1.361732691526413,2.2661551523208616,0.9982982042431832,0.43468521632254126,0.9153635489940644,6.58651043176651,0.9226875272393227,0.5970881080627441,14.158252282142639,5.59545494556427,14.655329203605652,15.925354924201965,0.999316938817501,0.7383044961094857,0.9612472870945931
